,sp_id,rp_id,seeker_post,response_post,reactions_level,rationales,explorations_level,interpretations_level,interpretations,reactions,explorations
412,6vdc5g,dlzesc7,Laziness or lack of motivation.. How have some of you battled depression related laziness?,"Hi Talk2muchaa, Lik onus111 suggested, 'feeling like doing something' just does not happen. If you're deeply unhappy with a lack of activity in your life, you just need to force yourself to do it - That's the sad reality of it. HOWEVER, that doesn't mean that there aren't ways to make FORCING yourself 'easier' on your mind and less stressful. If you want to build a house consisting of a 1000 bricks, take 30 seconds a day to lay 3 bricks and in one year, you will have a house. You can't punish yourself for not building Rome in a day. You will go on Twitch and see streamers who are making millions... YouTubers who are making millions. I mean fuck, PewDiePie has 56 million subscribers. But that shit didn't happen in just one day. You need to break shit up into increments. Perhaps others don't have to do this. But it's the only way I've found to get anything done. If you want to learn a language, go on Duolingo. Set a '10 points per day' challenge. Yes, it's jack-shit in terms of work. It takes literally 2 minutes a day, BUT- it's something. Try and ignore your brain saying Increase the goal to 50 a day, we're getting fuck-all done because this will break your discipline and you'll go back to 0 a day. Consistently doing 10 a day for 11 days, is better than doing 50 a day for 2 days, burning out and stopping altogether. The key to beating depression-induced laziness is TINY, incremental steps. For example, I'm learning Calculus on Khan Academy. One. Lesson. A Day. That's right- the average Khan video is around 10 minutes. I do one video a day. I am slowly, but consistently learning. Each day I go over the notes from the previous day. The problem isn't volume- it's consistency.",0,,0,0,1,1,0
413,7qk5o1,dsprxsy,"Does anyone else find comfort in suicide?. No matter in how much shit I get myself into, suicide is always there as my loyal backdoor. If everything goes wrong I can just end it all and suffer none. Hell sometimes it even gives me confidence to go through stuff that I'm afraid of.","Heh. The thought of suicide is what I sometimes turn to at night to help me sleep. The thought of ending it all is just so strangely comforting, like nDad's grilled cheese sandwiches or my sisters voice. It's even calmed me down when I've been laying in bed, sobbing hysterically.",0,,0,2,2,1,0
414,9ryfc9,e8klq7h,"I need to improve myself as a 17yo but idk how. itle Im 17yo boy. I feel empty. I have no goals no purpose Everything in my life is mediocre. Grades are mediocre because i dont know how to study for better grades. Im kinda fit but i cant stop eating junk food and i hate coutning calories and idk what to do. I dont have a goal or purpose I spend lots of time gaming and idk what to do instead. I watch porn lots. I need to stop but idk how and what to do instead I want to change my life. I want to stop feeling empty,foggy,with no purpose I want to get fit but idk what to do about food. I want to stop gaming I want to learn how to study but idk how. I wanna get fit,get good grades and have a purpose, a goal, have something to do instead of mindless just living,gaming and watching porn please help me","The simple answer is to just go do it. You set goals and you force yourself to complete them. Start small and work up, I will work out for 1 hour or I will only game for 1 hour then I will do something else or I will only have 1 *junk food of choice* today. Lifestyle changes don't happen overnight. You need to set realistic expectations and goals. Then slowly over time build towards the you you want to be.",0,,0,0,0,0,0
415,3xfnzp,cy48k9c,"Need to vent. Please someone PM me. BTW, I'm not suicidal or anything like that. Just really depressed.","Hey man, I seen that you need to vent. Im all ears and you can tell me anything. Just shoot me a PM",1,Im all ears and you can tell me anything. Just shoot me a PM|,0,0,1,1,0
416,8xwvhq,e2738c9,Life is not worth living if there's nothing to enjoy. Fuck anyone who says otherwise,"Thanks, my depression is cured.",0,,0,2,0,0,0
417,9fosm9,e5y5nuf,I get excited to hang out with my grandmother.. We are going to get our nails done. I be this excited. because I have no friends. Why I make any friends? so fucking lonely. It makes me feel like I just grow up. I feel so alone in this world.,It's good that you are spending quality time with your grandma. Our grandparents are only with us for so long.,1,It's good that you are spending quality time with your grandma. Our grandparents are only with us for so long.|,0,0,0,1,0
418,5wblf1,de8vd0g,I dreamt that someone shot me in the head. I wish that dream would come true,"I dreamt that too. When I started to die, everything started slowly fading and falling away. The more dead I became, the more I woke up. It was like I was aware that I was in a deep dreamless sleep when I was dead. Then I was awake in shock. More surprising than scary. Life is like a dream now.",0,,0,2,2,0,0
419,a912wg,ecg1zng,I don’t know why I just cried. I was making cookies and I just started feeling overwhelmed with stress.,Were you able to finish the cookies?,0,,2,0,0,0,1
420,6xtgsw,dout1kz,I'm going to die. I feel more suicidal now than ever.,It's afternoon here in the Philippines. I'm at work now. Can't sleep?,0,,0,0,0,0,0
421,4us4zc,d5slrmb,"Has anyone here gotten better and stayed better?. As far as I've been able to tell, no matter if you get better or not, depression will always just come back. Temporary problem, my ass.","One of my friends got better. Like, not just temporarily felt better, but like, actually got completely *better*. Honestly I was kind of shocked. I mean, I guess we all dream of someday getting better, but I'd never really heard of that actually happening before. She lost a ton of weight, got into a happy relationship, and has half a dozen dogs. And she's *normal* now. Like, not depressed or anxious anymore. She's happy. I'm really happy for her, not just because she's my friend and I'm glad she's not suffering anymore (although that's part of it), but also because it means that getting better really is possible and it's not just some made up dream. But at the same time I feel really awful and sad when I talk to her, because when I hear about how wonderfully her life is going now and how great she's doing, I feel like a worthless failure mentioning my own life. We used to bond over talking about how awful mental illness can be, and I felt like she was a light in the darkness, someone who was weathering the storm with me and who truly understood my pain. Now I feel ashamed because she's moved on and I haven't. I feel like bringing up how I feel now would only make her feel guilty and awkward. It feels like as my friends start to get better and move on with their lives while I remain stuck here making no progress, there's no longer any place for me.",0,,0,2,2,2,0
422,7cylmj,dptn6xo,Sometimes it difficult to ask for help. What is worse most people won't be willing to help.,Sometimes you got to find the right people to help you is all. I think you would be surprised sometimes the people who would be willing to help,0,,0,0,1,1,0
423,5jngfn,dbhj318,The woman I love is getting married in 2 weeks. I'm in denial. I'm in pain. She's all I want.,I'm sorry man. I wish I could take the pain away.,2,I'm sorry man|,0,0,1,1,0
424,4pkdhe,d4lo9dq,"So depressed. I'm sitting here contemplating my reason for existence, and suicide. Please don't link me to sucidewatch it doesn't help any. I just wish I could have friends who stay longer then a couple days.","Well I'll be here if you'd like to talk, though I may be too young as I'm only 14, though I understand what your feeling &amp; it's terrible. Hopefully it'll get better for us sooner or later, anyway I wish you the best of luck",1,"Well I'll be here if you'd like to talk,|Hopefully it'll get better for us sooner or later, anyway I wish you the best of luck|",0,1,1,1,0
425,480ndh,d0gte1j,"I love being drunk.. I don't know how I survived before I started drinking. The more liquor I drink, the better I feel. If I drink enough, eventually I get to a state where I stop hating myself like a normal, well adjusted person.",It does feel like the human race doesn't suck as much when I'm drunk. I actually enjoy listening to what people have to say. I enjoy doing the stuff that brought me happiness when I was younger. Sucks I can't be drunk at work.,0,,0,0,1,0,0
426,5fun0r,dan6x99,"Goodbye. Edit: still alive for now, because of you guys ^^","Don't do it. Whatever there is ailing you, you know it's hard but you can overcome it. You're a human being. You sent people to space and conquered the animal kingdom. You can conquer depression.",1,"Don't do it. Whatever there is ailing you, you know it's hard but you can overcome it. You're a human being. You sent people to space and conquered the animal kingdom. You can conquer depression.|",0,0,1,1,0
427,87asav,dwboqye,"mirtazapine increase to 30 mg after 2 days of 15mg?. i wonna take mirtazapine for adhd / lack of motivation / depression, so i thought 30mg in the morning would be nice. it has been only 2 days since i started from 15. can i already up to 30mg? what would be downsides?","Mirtazapine as far as I know is used for depression/insomnia typically. Not for adhd. I would ask your doctor about vyvance or another drug similar to that for your adhd... mirtazapine is perfectly fine to go from that dose to 30 in my opinion. It would be better if your body was introduced longer to the 15mg (2weeks) then bumped up to 30mg, but I see no complications or issues with being bumped up to 30mg this early in the game. Side effects of Mirtazapine are that it will make you tired, so the motivation and everything may be an issue with your adhd... Again look into vyvance. You may gain some weight also, that is a common side effect. Also some anxiety could occur, but that is rare. important to read up on your meds when you receive new ones. Or ask your doctor before you even get prescribed them.",0,,0,0,0,0,0
428,73m8pi,dnrcvum,i had a dream where i finally died and it was amazing. why did i wake up,The most cliche response ever,0,,0,0,0,0,0
429,6ksayc,djozk5a,"I'm tired of being single, but i wouldn't wish myself on anyone.. I'm fat. I'm ugly. I'm boring. And I have no redeeming qualities. I should do the world a favor and just die already.",Oh god yes. I know this feeling. There is nothing good about me. I got rejected by a guy a couple months ago that I was sure liked me too. He doesn't even know it but he made the best decision for himself. It would be the worst decision of his life if he started talking to me again. I'd feel so guilty letting somebody deal with my shit.,1,Oh god yes. I know this feeling|,0,2,2,1,0
430,8jsjf8,dz25gpo,honestly what is in this world for me.. nothing thats what i feel like living to make other people happy when they only like me cause they feel sorry for me not cause they actually like me jesus i live such a sorry life.,at least you got people trying to comfort you. I even dont have that. Again there are people who got it Much worse,0,,0,2,0,0,0
431,762ey7,dob0fji,sometimes I like fantasizing about jumping off a bridge or in front of a bus. maybe it'll become a reality. hopefully sooner rather than later,"Same. I fantasize about shooting myself in the mouth, feeling the gun's cold black metal on my lips, hearing the trigger click, and being finally free from this bullshit.",0,,0,2,0,0,0
432,7i396k,dqvtzaz,"Is there anything that you still enjoy; if so, do you enjoy it a lot or only a little?. I enjoy coffee, but it only makes me feel slightly more motivated. Haven't felt actual joy in decades.",music. I kind of just have it on in the background at this point. But when that new album drops I get excited.,0,,0,2,1,0,0
433,agpfjm,ee80lzd,"Is there anyone here who has been constantly going to work for at least 5 years?. If yes, then how the hell do you do it? I hate going to work. I'm quitting jobs soo often.",Not really sure what you're asking. Had the same job for five years? Never taken a sick day? Just been consistently employed for 5 years? Or old enough to even have a five year work history?,0,,2,2,0,0,0
434,84c795,dvovs2p,One thing I will never ever do for sure:. Procreate. Being born is a curse. I hope I die very soon.,"The worst part is seeing people bring life into the world, when they don't have control of their own life.",0,,0,2,0,0,0
435,7627zc,doax0uh,I want to die. Title says it all. But i want to not live my life. Its hard to see past today and the right now emotions.,"I have that problem too. Some things my CBT therapist suggested were: cold cloth on face, smelling lavender, taking a brisk walk, breathing exercises, and watching something funny. I truly hope you escape that dark cloud. I can confirm that I'm glad I lived to do and have the things I've done, despite pits of gravityless depression, despair and cutting. I believe you will find your way to good things as well.",1,"I truly hope you escape that dark cloud. I can confirm that I'm glad I lived to do and have the things I've done, despite pits of gravityless depression, despair and cutting. I believe you will find your way to good things as well.|",0,2,2,2,0
436,93am2c,e3c8z4i,I’ve started to pray more recently. I pray that die in my sleep every night.,"Me too, and I don't even believe in a god. Just do it on the chance I'm wrong",0,,0,2,0,0,0
437,9bsip2,e55dwo2,Anyone else on here in their twenties and never been employed?. I'm pretty sure this is not a really common thing... And it sure is debilitating. Makes me feel like a totally lost cause.,No real job. I've have cash in hand stuff. Last job looked promising but I said I didn't want to do cash anymore as it's illegal and they didn't call me back at all.,0,,0,2,0,0,0
438,8xn4u4,e248su2,"hit a big depressive dip recently.. a combination of parents yelling at me, dissatisfaction at life, and mixed feelings about everything brought me into a low point again. i feel like i've broken yet another thing inside me.","I was like this at 16-18 all I wanted to do was sit in front of my computer and not leave the house. It wasn't like I was actually doing anything productive but on youtube / games I was just rotting and completely ok with it because it stopped me feeling that deep void inside and the negative voice. I am now 28. Iv'e managed to find a little bit more of a balance between technology and life but I am still depressed and cycle in and out of this. I would look into an addiction though, it is possible to be addicted to electronics (especially gaming and the internet). If you feel like you're agitated and your depression is linked into computer usage you might want to consider that your depression and negativity is linked into an addiction.",0,,0,2,2,1,0
439,7hryax,dqu834o,"I’ve been lonely for so long to the point where I actually like it.. This sounds stupid, but do any of you guys feel the same way?",yes. wanna vent to each other? just pm me,1,yes. wanna vent to each other? just pm me|,0,0,0,0,0
440,5t2e02,ddk4ixw,Pretty sure I will die alone. I am so depressed these days because I haven't lost enough weight. I want to lose it because I'm sick of being rejected. I can't stand it anymore. I'm having suicidal thoughts because I'm so lonely.,"Have you lost any weight? At least you're going in the right direction, right? Are you seeing a therapist? Are you seeing a psychiatrist? They can help a lot. Hope this helps",0,,2,0,0,0,1
441,7ycb77,dufb1xa,Every time I try to leave this sub I end up coming back less than two months later.. It just keeps coming back. I don't want this the rest of my life. I want to give up so badly.,"I feel similarly. I'm not on here all the time, but every couple of months I find myself coming onto this sub just to read through posts and see if anyone else out there gets it, or to try and comfort someone/lend an ear to listen to. Please hang I know whatever you're going through is tough, something I won't even pretend that I can put into words, but you can and will make it through whatever it is. Just trust and hold onto that with everything you've got.",1,"Please hang I know whatever you're going through is tough, something I won't even pretend that I can put into words, but you can and will make it through whatever it is. Just trust and hold onto that with everything you've got.|",0,2,2,2,0
442,5oyk4b,dcnc8cl,"I just want to hug someone.. Unfortunately, that is not possible.",If you were here I would hug you right now.,2,If you were here I would hug you right now.|,0,0,1,2,0
443,7vs790,dtuopol,"I've had a hard time going back to school. Going back to school has been difficult for me, It's been around five years since I've been in a class room and I ask the teachers and the people that I go to my classes to cut me some slack for being rusty but they tell me that it doesn't matter, and my step mom doesn't want me to use the computer because she doesn't want to share. Its lead me to skipping classes because I feel like theirs no use in going to school, it would be cool to know how you would handle this situation and if you can give me any advice.","sorry to hear that, but been in a similar situation after taking some time off of school. My best advice is to take the minimum amount of classes possible so you get too overwhelmed. For me essential to plan my assignments in advance, so that I can just do things one by one and not let it all get piled up cuz then I wanna die. Also, if you need a break, take one. School will always be there but good to take care of yourself too :)",2,sorry to hear that|,0,2,2,1,0
444,7t3djl,dt9jqir,I've been laying in bed for 2 hours. I've been laying in the dark with my eyes closed for 2 hours and still can't fall asleep. I have to be up early for classes too. This sucks. I just want to sleep but my heart is pounding and i can't stop thinking. It feels like I'm wide awake.,I always have herbal OTC sleeping supplements prepared in case that happens. Relaxing teas works too but then you are sleepy and have to go to the toilet. In many cases they work pretty well.,0,,0,2,0,0,0
445,97lhhp,e492qpc,"My car is clean for the first time in years. Because starting to figure out not only about self care, care for everything, as much as you can. a good day. I hope have a good day as well.","I'm proud of you! Even though I don't know you I truly am. Care for everything that's worth caring, you'll find it's more than it seems.",1,I'm proud of you! Even though I don't know you|,0,0,1,1,1
446,7jj0fe,dr7ia6c,"Lying in my bed at 2pm, too tired to do anything. My mother is pounding on the door and screaming at me because I am so worthless.. I just want to fucking kill myself. Wish I wasn't such a coward. edit: I really fucking hope I will get over myself and do it today.",Disability resources has made college much more doable for me. Please seek them.,0,,0,2,0,0,0
447,75fr37,do5vgt0,I'm not depressed since being on drugs actually they've made me happy.... Wired thing is now I just want to die happy.. happy days a,"I can get that, but the feeling's only temporary, isn't it? An hour or two maybe depending on what exactly, but still. Those things always run out and I find myself being broke not long later, having to lend or beg relatives, yadda yadda yadda. I hate it, but love it at the same time because that always seems to pay off. Sure, I don't have the right mindset for this thing - drugs are bad, and so on and so on but whatever works works. Just make sure it works and doesn't make it worse is my advice.",0,,0,2,1,1,0
448,6c56i2,dhsa51f,It's not that there aren't any people to help me. It's that I don't think I deserve their help,"I always feel awful by bothering other people with my issues, I just feel like such a burden, and sure when you say that to someone they say that it's not the case... but idk I guess people are too busy with their lives, and it's really my fault to be bothered by it so much. Like why do I have the need to want to share my problems, but hide them away at the same time? Man I'm sorry it's such a crappy feeling to have, just feeling undeserving of anything.",0,,0,2,2,2,1
449,4blwot,d4ekdge,Suicidal. I genuinely think I won't be here much longer.,Just wondering how your holding up?,0,,2,0,0,0,1
450,9qc2gl,e88e7vo,i hugged a pile of clothes for a long time today. thought about my ex-fiance thought about my mom,I need to do that.,0,,0,0,0,0,0
451,6swxus,dlg6blp,"depressed. i have depression and want it to go away, but it wont so this is me expressing my frustration at that","Depression is no common cold. There are people that live with it for decades. The solution to controlling, or ridding oneself of depression varies, person-to-person. So, perhaps medication works for Bentley, whereas Allison exhibits no improvements despite numerous boosts to her dose. Maybe Allison has an abusive partner that's affecting her mental state. In that situation she would benefit from distancing herself, as well as seeking professional counseling/therapy...But I digress. In your life, it might be productive to identify that things that worsen your mood. Maybe you need to change your environment, catch up on debt, etc.",0,,0,0,0,0,0
452,6bip2m,dhnfcn4,"How can i stop caring what people think of me?. Iv watched stupid countless videos on YouTube, still didn't help","Don't worry, we are mortal for a reason.",1,"Don't worry, we are mortal for a reason.|",0,0,0,0,0
453,3ydiho,cycjxnw,Why. I'm drunk because I have nobody to get drunk with. It feels good that I can kind of get my mind off of things. I haven't been very happy lately. Isn't Christmas the happiest time of the year?,"Hey, what's up? In general, it is the happiest time of year, but on an individual level, happiness can be at any level, any time of year.",0,,1,0,0,0,0
454,68qep0,dh0heoe,it's been almost a year now. how long will this go on,*hugs* Try and take care of yourself. I know it seems hopeless and like your trapped but don't let this fucker get the best of you,2,*hugs* Try and take care of yourself. I know it seems hopeless and like your trapped but don't let this fucker get the best of you|,0,0,1,2,0
455,6zjas5,dmvnway,"Should I tell my mom I tried to kill myself today?. I feel like I owe that to her, but I don't want to break her heart...",Do it. You'd break her heart more if you actually go through with it.,0,,0,0,0,0,0
456,8nxgmm,dzz3tkx,"Depression, BPD Rational Thinking Rambling In Manic. depression in my eyes venting",This is a perfect place to vent your mind if you want to continue.,0,,0,0,0,0,0
457,3v3t5c,cxk3ncl,I know hate is a strong word.... ...but I legitimately hate myself.,Do you mind if I ask why?,0,,1,0,0,0,1
458,6qxxu6,dl0t2kd,"I wish someone would just kill me. I'm so fucking tired of life, I wanna fucking die so badly but I know I won't ever have the courage to kill myself. I just wish I would die in an accident or someone would just come along and put me out of my fucking misery.","I was thinking the same thing like a minute ago. It's kinda reassuring to know I won't have the courage to take my own life, but I'm scared at the thought of what if I'll find the courage? honestly.",0,,0,2,1,1,0
459,5636f7,d8g11ue,My parents help others get help for depression but ignore it when their own son says he wants to die.. I want to kms just to spite them,You piece of shit how Dare you make such an insensitive comment to someone that is potentially suicidal FUCK YOU!!! Have some empathy you waste of a human being.,0,,0,0,0,0,0
460,95yibg,e3we5pa,"Do you ever question the point of your life?. I do this a lot. I've asked myself the same question a million times already. I've wondered the purpose of my life for years now, and here I am, still asking this question. I don't belong here. I can't do anything right, I just suck at everything. I would kill myself, the only thing stopping me is my family. I don't want to hurt them, neither disappoint them, but it's their fault. They are held in this delusion that I'm somehow going to do something with my life. That won't happen. I'm an incompetent worthless pile of garbage, and either they fail to see it, or they do see it, and try to convince themselves otherwise. I obviously have no chance at finding a significant other, and I sure as hell am not having kids. That would just be selfish, to risk them inheriting my shitty genes and having to live with that for their lives. I can't even express in words how much I want to die sometimes. Life is too random, and there's too much luck involved. It's just a mess of who gets the luckiest, and what they can do with what they were blessed with.","Well look, I see your confusion, but not really asking a question. not really giving yourself a chance to construct something that will give you a leg to stand on when it comes to your own consideration. asking these rhetorical questions, like, what? supposed to have kids? supposed to do something Those things are up to you, but if you find value in them then you keep looking for validation there. It sounds like trying to work backwards from what you think makes other lives worth living, what you think validates their lives. But a vexed approach. Those things may enrich a experience and situations, but they confer meaning and significance in and of a cart before the horse thing. We get value from lists of attributes, you just plug in these arbitrary conditions and get a happy human that lives an engaging life. And, more importantly, you fixate on those attributes and dream that those magical little things are what stand between you and your sense of fulfillment and worth. You have to start smaller and construct that sense of purpose and wellbeing piece by piece. You have to make little investments in your immediate world that contribute something to that.",0,,0,0,0,0,0
461,5u3ec5,ddr34gw,"Today is not a good day to be a single self loathing 20 something year old guy. Fuck this shit, I'm done","It's not a good day to be in a shitty relationship either. Or even, in a solid relationship you've had for years. Sitting there forcing the love that is long gone trying to feel something you no longer have. Maybe tied down by your children forced into a life you never thought you wanted. Point being the grass is always greener on the other side my friend. But there is suffering and there is happiness everywhere. Who knows what you will get? Maybe what you do have isn't so bad after all.",1,Point being the grass is always greener on the other side my friend. But there is suffering and there is happiness everywhere.|,0,0,0,0,0
462,97ndrq,e49lpp0,"I have no future. So I just realized that because my depression and anxiety don't let me work or study or have social interactions, and I've been with 10 Psychiatrists and 6 psychologists and I'm still like this I have no future, so what do I do now?","Some people will keep trying, and they cling onto hope. Others give up and accept they will never be able to function like normal people. Some will vent and turn into incels. Others just quietly feel sorry for themselves. And honestly, every single one of those options is perfectly okay, because no one can blame you for how society fucked up mental illness.",0,,0,0,0,0,0
463,9zi9bs,ea9ci53,"I can't do this shit during the holidays.. Fucking gets me down as hell seeing everyone on Instagram with their significant other. Having a good time. Someone getting proposed to, people saying how happy they are to have so and so with them. I cant fucking do it. Makes me feel super down...","Hey man same here, I consider myself a loner too. never been in a relationship personally, if anything, they slow you down. If anything your friends are just showboating and most of their relationships will turn to shit regardless in later time.",0,,0,2,0,0,0
464,avxkh3,ehijpb3,"This is all my fault.. all this hatred and anger its all me, I control my emotions and i pushed people away because of it. All this rage it makes me feel good, but at the same time it Why do i do this to myself? Become my own worst enemy.","Sorry to hear you have been going through a rough time. Emotions can be hard to control and anger can be an easy out. It lets you feel powerful, in control of things. In therapy they teach you to sit-down often and sort through your emotions. What emotion are you experiencing right now? How do you identify it? What caused you to feel like this? What steps can you make to prevent this feeling? Try to walk yourself through some of these exercises. They might help you better understand your emotions so that you can control them in the future.",2,Sorry to hear you have been going through a rough time.|Try to walk yourself through some of these exercises. They might help you better understand your emotions so that you can control them in the future.|,2,0,1,1,1
465,5fooz9,dam1f5h,Anyone else get depressed over their crush or relationships in general?. Like when you like someone but you know there is literally 0% chance they will ever even know you exist... And it makes you feel really fucking down and depressed...,I'm in the same boat. Except that now I actually live closer to him but it would be too weird to just start talking out of nowhere after so much time. I'm just waiting for the day I'll accidentally bump into him somewhere and hope he remembers me at all.,0,,0,2,1,1,0
466,5f3l9n,dah7hre,Remeron and nightmares?. Anyone else experiencing nightmares while taking mitrazipine/remeron?,I think most anti-depressants give you nightmares. Both my mom and I take them and we both have horrible nightmares. You get used to it.,0,,0,2,1,1,0
467,7ewd6g,dq7y9ra,Feeling lonely and would love to hear about why you feel depressed and I’ll tell how I feel. The title says it all. Just pm me if interested,"Haha, how much time you got?",0,,2,0,0,0,0
468,5e1rq7,da92s9h,Why are you depress?. I dont know myself im ok now because im highhh i think because i over look everything the point that nothing feels natural Like im not myself I need to get better.,I don't know either. I guess there are too many reasons that caused me to feel depressed. I don't know if I want to actually get better because if it feels as if I am lying to myself about how life is good.,0,,0,2,1,0,0
469,40admb,cyspp69,This year is my last change to figure out I'm not capable of being a real person before being forced into it anyway. Title says it all. Just feeling trapped again as usual. How's your day?,"I can feel myself spiraling into another deep depression but I can't do anything to stop it. I just realized today that as I sat in a room full of my friends I felt alone and unhappy. It also doesn't help to watch my mother drink obscene amounts of alcohol, destroying her mind, and not being able to do anything about it.",0,,0,2,2,2,0
470,9f4s0k,e5u1x2z,I wish I had a guy spoil me with gifts. That'll be so nice.... I'm a teen and so far I had to work or put in a lot if effort for a lot of the shit I have now...l.,the typical easy life of a woman in 2018. Made easy by weak men.,0,,0,0,0,0,0
471,8o2ndn,e010c1k,"06.06.. its my birthday in 4 days...normally i felt quite happy about it, but this time i just want to ignore it. i dont even know why, im just generally pissed off by the idea of it...",Hey mine is in two days as well! My friend today was telling me to make plans for it and I responded with the most disentrested eh yeah maybe.,0,,0,2,1,1,0
472,8pelt1,e0aoa84,Can anyone help me im in pain. Im in chronic pain and ready to kill myself,"Hey there, feel free to pm me if you need to chat. No judgments from me, just ready to listen, so feel free to say anything you want or need. Please stay strong.",1,"feel free to pm me if you need to chat.|No judgments from me, just ready to listen|so feel free to say anything you want or need.|Please stay strong.|",0,0,1,1,0
473,6ox7g8,dkkvwqs,"Anybody else's depression occur only at night?. Sun falls, and my bad thoughts race. 8pm is when I take my anti-depressants. Maybe that is a factor?","I'm not sure I can say I have depression but yeah, during the day I'm too busy.",0,,0,0,0,0,0
474,5xkfq1,dej9o65,today i burnt my toast and my first reaction was that i should kill myself. what the fuck is wrong with me,Actually I get this a lot. Can't bake a fucking cake? Can't use the coffee machine without creating a mess? Can't make a stupid toast AND drop it? I don't know if it's helpful but right after such things happened I imagine how hundreds of other people on earth experience the same situation right now. Helps me sometimes.,1,Actually I get this a lot.|,0,2,2,1,0
475,7nzi87,ds5qcxw,I want to kill myself. I won't do it. But I want to,"Join the club... On a more serious note, killing yourself would be really selfish. There are people out there that care about u whether u see it or not. It's not all about u.",1,There are people out there that care about u whether u see it or not.|,0,0,0,0,0
476,6wfv8t,dm7suvj,Why must everything be so difficult. Why must every little thing be so hard. Why must I constantly fight against my own brain. Why couldn't we have been friends instead. I don't suppose.. Whatever. Why must everything be so hard..,"Because life is not easy and its horrible but you cannot have the highs without the lows, what is wrong what type if things are you fighting with your brain over?",0,,1,0,1,1,2
477,4s6alh,d56uy25,Just want a hug and a shoulder to cry on. Life is so miserable.. People just say get over it dont think about it,I'm so sorry you feel that way. Would you like to elaborate? I'm here if you need to chat,2,I'm so sorry you feel that way. Would you like to elaborate? I'm here if you need to chat|,0,0,1,1,1
478,98pq14,e4iaocn,I'm giving up on my relationship. I'm not gonna be the one doing all the romantic gestures. I'm done being the one always trying to do something. I'm done caring. If she won't make me a priority I'm not gonna make her one. Well see how she'll feel about it,"I do understand why upset. You pour your heart and soul out and do everything you can in order to make that special person happy. But keep in mind that they ask you to go above and beyond. That was a choice you made. not fair to expect them to reciprocate when the one who wanted to pamper them... I think that instead of trying to you should voice your thoughts to her. You can explain how you feel. That you hope they can try to be more ... affectionate, attentive, appreciative, etc. This is a relationship. Communication is so important but more importantly is respect for each other. If u care about her try and make her sad because hurt. And sometimes it takes time for a relationship to build trust and affection. Some people as good at dating as others. I hope doing okay whether you stay with her or not.",0,,0,1,1,1,0
479,7ala14,dpay388,There is literally nothing anyone can say to me that would convince me to not kill myself today. All I've ever wanted is for someone to convince me that life is worth living. But NO ONE can fucking do it. Life is really that fucking bleak.,"I'm not going to lie to you and say there's a point in life. Because I don't think life has any point at all. The only think I can say is if you have friends, maybe you can talk to them. If you don't have any friends or know anyone, then everyday is a living hell..",0,,0,0,0,0,0
480,7p680u,dseuigj,"I hate the good days. I'm really starting to hate any good days that I may have. I get one every month or so and it's quite possibly worse than just being depressed. It dosent matter how happy I am or how much I try, I know it will be right back. And worse than a normal day. After a few hours I fall right back down. I honestly don't know why I'm still alive. My life has just been a series of fuck ups. I should be a functioning adult by now and yet I can barely think straight. I'm just running in circles, I do the minimum to survive. Daydreaming is my only escape and even my depression is inhibiting that. Why, why me, why any of us. I wouldn't wish this on my worst enemy.","You got it all wrong. You should be looking forward to making more of those happy days, if you force yourself to be sad simply because you know you're depressed, you'll never get over it ever. Hang onto those days and strive to make more happy days each month. Depression is fed from negative thought process, let it starve",0,,0,0,0,0,0
481,7dxdm8,dq16nay,".... I desperately need aid in this instance of my depression, to handle it. I'm already in an severe episode and what's coming is different, it feels much darker. Please, help.","Just do your best man. going through dark times (probably the worst of my entire life), just keep trucking on.",1,Just do your best man|just keep trucking on.|,0,2,1,1,0
482,9vo55d,e9eqspg,I told my psychiatrist that depression memes were a thing. Just waiting for him to find r/2meirl4meirl,But subs like /r/dragonsfuckingcars totally don't right?,0,,2,0,0,0,0
483,704fau,dn0vh5s,"How to over cognitive impairment from depression??. I used to be the smart kid in the class before I became depressed!! I would do the work but it would be easy because I payed so much attention in class. I did well in school exams (Not as well as I could have but better than average) and have been in and out of college since due to indecision and anxiety from my depression. Giving it another go and I am so stupid!! I can't pay attention to anything. How can I get rid of this grogginess and be as alert as I used to be? I know exercise should help, but what kinds and how much? And are there weird foods I should eat? (Heard turmeric and black pepper in smoothies? And omege 3 supplements)",IME supplements are worth nothing when it comes to serious brain fog. Are you on medication?,0,,2,0,0,0,0
484,6fqpol,dikev81,"I regret not killing myself.. I feel like life isnt worth living, it just keeps on getting worse, i hate everything i just wish suicide was easy.","I agree with what you're saying. What about suicide do you find difficult? Just getting the nerve to actually do it, worrying about the consequences, etc.?",1,I agree with what you're saying.|,2,0,0,0,2
485,a8xh3c,eceqqc8,"One December, I'd like to not say that was the worst year of my life. But since 2015....things just keep getting worse.","that be nice? I am in the same boat...for about the last 8 years it just keeps getting worse. I am sorry you are going through it too...I am not real hopeful about it getting better for me anytime soon, but I really hope it does for you. it strange that we can believe it can for someone else, a complete stranger on the internet, but not for ourselves? If not happiness, I hope you can find at least some peace and comfort in 2019.",2,"I am sorry you are going through it too..|I am not real hopeful about it getting better for me anytime soon, but I really hope it does for you.|I hope you can find at least some peace and comfort in 2019.|",0,2,2,1,0
